BindingDB MonomerID,Ligand SMILES,IC50 (nM)
50344190,CCC[C@H](NC1(CCCC1)C(=O)N[C@@H](Cc1nc(co1)-c1ccccc1)C(O)=O)C(O)=O, 7
50403266,CC(C)C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O, 7
309463,C[C@H](C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)C1CNC(=N1)C(O)=O)C(O)=O, 7.30
153109,C[C@H](C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)c1c[nH]c(n1)C(O)=O)C(O)=O, 7.3
50008610,[O-]S(=O)(=O)c1ccc(NC(=O)C(CS)Cc2ccccc2)c2ccccc12, 7.4
50287304,OC(=O)C(COc1ccccc1)C[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)Nc1nnn[nH]1, 7.4
50405950,ONC(=O)C[C@H](Cc1ccccc1)C(=O)N[C@H](CC(O)=O)Cc1ccccc1, 7.6
50281657,COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(O)=O, 7.8
21641,OC(=O)CNC(=O)C(CS)Cc1ccccc1, 7.9
50024101,C[C@H](NC(=O)[C@@H](CS)Cc1ccccc1)C(O)=O, 7.9
21641,OC(=O)CNC(=O)C(CS)Cc1ccccc1, 7.9
50035240,CC(C)C(C(=O)NO)C(=O)NCC(O)=O, 8
50105264,C[C@H](NC(=O)[C@@H](CC(=O)NO)Cc1ccccc1)C([O-])=O, 8
50017733,OC(=O)CCNC(=O)[C@@H](C[C@@H](Cc1ccccc1)C(O)=O)Cc1ccccc1, 8
50056262,OC(=O)[C@@H]1CCCCCc2cccc(C[C@H](CS)C(=O)N1)c2, 8
50073120,OC(=O)[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)[C@@H](S)Cc3ccccc3)C(=O)N12, 8
50084646,OC(=O)[C@@H]1CCC[C@@H]2CCCC(NC(=O)[C@@H](S)Cc3ccccc3)C(=O)N12, 8
50509649,OC(=O)CCC(=O)N[C@@H](CC(O)=O)Cc1ccc(cc1)-c1ccccc1Cl, 8.0
50073120,OC(=O)[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)[C@@H](S)Cc3ccccc3)C(=O)N12, 8.0
50085452,CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(CCCC1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O)C(O)=O, 8.0
50175519,OC(=O)[C@@H]1CCCC2SCCC[C@H](NC(=O)[C@@H](S)Cc3ccccc3)N12, 8
50373660,CC(C)CN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 8
50056258,OC(=O)[C@@H]1CCCCCc2cccc(C[C@@H](CS)C(=O)N1)c2, 8
21641,OC(=O)CNC(=O)C(CS)Cc1ccccc1, 8.3
50008597,[O-]S(=O)(=O)CCNC(=O)C(CS)Cc1cccc2ccccc12, 8.4
50051797,Cc1ccccc1[C@@H]1CC[C@@H](N1C(=O)CNC(=O)[C@@H](S)Cc1ccccc1)C(O)=O, 8.5
50286909,C[C@@H](NC(=O)[C@@H](CC(COc1ccccc1)C(O)=O)Cc1ccc(cc1)-c1ccccc1)C(O)=O, 8.70
50286909,C[C@@H](NC(=O)[C@@H](CC(COc1ccccc1)C(O)=O)Cc1ccc(cc1)-c1ccccc1)C(O)=O, 8.7
50048313,CC(C)[C@H](S)C(=O)NC1(CCCCC1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 8.7
50291562,OP(O)(=O)C(Cc1cccc2ccccc12)N[C@H](Cc1ccc(cc1)-c1ccccc1)c1nnn[nH]1, 8.8
85436,OC(=O)c1csc(NC(=O)C(CS)Cc2ccccc2)n1, 9
50017733,OC(=O)CCNC(=O)[C@@H](C[C@@H](Cc1ccccc1)C(O)=O)Cc1ccccc1, 9
50017738,COc1cc(CNC(=O)C(CS)Cc2ccccc2)ccc1O, 9
50073120,OC(=O)[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)[C@@H](S)Cc3ccccc3)C(=O)N12, 9
50041068,CC(C(CS)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)c1ccc(O)cc1, 9
50017743,OC(=O)CCC(=O)NC(CC(Cc1ccccc1)C(O)=O)Cc1ccccc1, 9
50283640,CC(C)Oc1ccc(C[C@H](NC(=O)[C@@H](NCP(O)(O)=O)C(C)C)C(O)=O)cc1, 9
50283634,CC(C)[C@H](NCP(O)(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 9
50373664,CC(C)CN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc1cccc2ccccc12)C(O)=O, 9
50048324,CC(C)[C@H](S)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 9.2
50175499,OC(=O)CCNC(=O)C(CS)Cc1ccccc1, 9.4
50282858,OC(=O)CCNC(=O)[C@@H](CS)Cc1ccccc1, 9.4
50050136,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCCCC1C(O)=O, 9.5
50283970,OC(=O)CCNC(=O)C(Cc1ccc(cc1)-c1ccccc1)OCP(O)(O)=O, 9.5
50354040,OC(=O)CCNC(=O)[C@H](Cc1ccc(cc1)-c1ccccc1)NCC(O)=O, 9.7
50287300,CCCCC(C[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)Nc1nc(CC(O)=O)cs1)C(O)=O, 9.8
50050148,CC(C)[C@H](NC(=O)[C@@H](S)CCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 10
50025915,ON(CC(Cc1ccccc1)C(=O)NCC(O)=O)C=O, 10
50287300,CCCCC(C[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)Nc1nc(CC(O)=O)cs1)C(O)=O, 10
50197513,COCC[C@H](CC1(CCCC1)C(=O)NC1(CO)Cc2ccccc2C1)C(O)=O, 10
50040406,OC(=O)c1ccc(NC(=O)C(Cc2ccc(cc2)-c2ccccc2)NCP(O)(O)=O)cc1, 10
50051781,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1[C@@H](CC[C@@H]1c1ccccc1)C(O)=O, 10
50282849,CC(C)CC(CS)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(O)=O, 10
50373669,CC(C)CN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(O)=O, 10
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 10.2
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 10.2
50197517,COCC[C@H](CC1(CCCC1)C(=O)NCCCc1ccc(Cl)cc1)C(O)=O, 10.5
138392,C[C@H](N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)NC1=NNNN1)C(O)=O, 11
50008613,[O-]S(=O)(=O)c1ccc(CNC(=O)C(CS)Cc2ccccc2)cc1, 11
50008615,OS(=O)(=O)CCNC(=O)C(CS)CCCc1ccccc1, 11
50034855,COc1ccc(C[C@H](C[C@@H](Cc2ccc(cc2)-c2ccccc2)C(=O)NCC(O)C(O)=O)C(O)=O)cc1OC, 11
50016766,O[C@@H](CNC(=O)[C@H](Cc1ccccc1)N[C@@H](Cc1ccccc1)C(O)=O)C(O)=O, 11
50016767,O[C@@H](CNC(=O)[C@H](Cc1ccccc1)N[C@@H](CCc1ccccc1)C(O)=O)C(O)=O, 11
50039514,Cc1ccc(CSC[C@@H](NC(=O)[C@@H](CS)Cc2ccccc2)C(O)=O)cc1, 11
50190771,CCC[C@H](CC1(CCCC1)C(=O)NC1(CO)Cc2ccccc2C1)C(O)=O, 11
50041050,CC(C(CS)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)c1ccccc1C, 11
50084679,O[C@@H](CNC(=O)[C@H](Cc1ccccc1)NC(CCc1ccccc1)C(O)=O)C(O)=O, 11
50042832,OC[C@@H](NC(=O)C1CCCCCCC(CS)C(=O)N1)C(O)=O, 11
50040412,OC(=O)CCCNC(=O)C(Cc1ccc(cc1)-c1ccccc1)NCP(O)(O)=O, 11
50016767,O[C@@H](CNC(=O)[C@H](Cc1ccccc1)N[C@@H](CCc1ccccc1)C(O)=O)C(O)=O, 11.0
50008617,[O-]S(=O)(=O)c1ccc(NC(=O)C(CS)Cc2noc3ccccc23)cc1, 12
50002035,ONC(=O)C(Cc1ccccc1)C(=O)NCC(O)=O, 12
50017750,OC(=O)CCCC(=O)NC(CC(Cc1ccccc1)C(O)=O)Cc1ccccc1, 12
50084895,OC(=O)C(Cc1ccccc1)NC(=O)[C@H](Cc1ccc2c(c1)oc1ccccc21)NCP(O)(O)=O, 12
50017756,Oc1ccc(CNC(=O)C(CS)Cc2ccccc2)cc1O, 12
50283653,CC(C)[C@H](NCP(O)(O)=O)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(O)=O, 12
50002035,ONC(=O)C(Cc1ccccc1)C(=O)NCC(O)=O, 12
50197519,COCC[C@H](CC1(CCCC1)C(=O)NCCCc1ccc(F)cc1)C(O)=O, 12.6
85432,OC(=O)c1cc(NC(=O)C(CS)Cc2cccnc2)cs1, 13
50018213,CC(NC(=O)C(CC(=O)NO)Cc1ccccc1)C(C)C(O)=O, 13.0
50051793,Cc1ccc(cc1)[C@H]1CC[C@H](N1C(=O)CNC(=O)[C@@H](S)Cc1ccccc1)C(O)=O, 13
50018213,CC(NC(=O)C(CC(=O)NO)Cc1ccccc1)C(C)C(O)=O, 13
50197507,COCC[C@H](CC1(CCCC1)C(=O)N[C@@H]1C[C@H]1c1ccc(OC)cc1)C(O)=O, 13.8
155342,C[C@H](C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)c1nnn(Cc2ccccc2)n1)C(=O)OCc1ccccc1, 14
50008596,[O-][N+](=O)c1ccc(CC(CS)C(=O)Nc2ccc(cc2)S([O-])(=O)=O)cc1, 14
50008606,CN(C)c1ccc(CC(CS)C(=O)Nc2ccc(cc2)S([O-])(=O)=O)cc1, 14
50050132,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CS)C(O)=O, 14
50038623,CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(C)C(O)=O, 14
50039524,OC(=O)[C@@H](CSCc1ccccc1)NC(=O)[C@@H](CS)Cc1ccccc1, 14.0
50285327,COc1cc(C[C@H](NCP(O)(O)=O)C(O)=O)ccc1-c1ccccc1, 14
50064096,OP(O)(=O)CN[C@@H](CC#Cc1ccccc1F)c1nnn[nH]1, 14
50042831,NCCCC[C@@H](NC(=O)C1CCCCCCC(CS)C(=O)N1)C(O)=O, 14
50040414,OC(=O)CCNC(=O)C(Cc1ccc(cc1)-c1ccc(F)cc1)NCP(O)(O)=O, 14
50064096,OP(O)(=O)CN[C@@H](CC#Cc1ccccc1F)c1nnn[nH]1, 14
50283610,C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)C(CS)Cc1ccccc1, 14
309468,C[C@H](C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)c1nnnn1Cc1ccccc1)C(=O)OCc1ccccc1, 14.0
50403267,OC(=O)CN1c2ccccc2CC[C@H](NC(=O)[C@H](S)Cc2ccccc2)C1=O, 14
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 14.3
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 14.3
50403595,OC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)C(CS)Cc4ccc(cc4)-c4ccccc4)C(=O)N1c23, 15
50403595,OC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)C(CS)Cc4ccc(cc4)-c4ccccc4)C(=O)N1c23, 15.0
50285332,OC(=O)C[C@H](Cc1ccc(cc1)-c1ccccc1)NCP(O)(O)=O, 15
50041065,CC(C)C(NC(=O)C(CS)C(C)c1ccccc1)C(O)=O, 15
50285334,OC(=O)[C@H](Cc1ccc(cc1)-c1ccccc1)NCP(O)(O)=O, 15
50285343,CC(C)Oc1ccc(C[C@H](NCP(O)(O)=O)c2nnn[nH]2)cc1, 15
50002035,ONC(=O)C(Cc1ccccc1)C(=O)NCC(O)=O, 15
50048309,OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C1(CCCC1)NC(=O)CS, 15
50048323,CC(C)[C@H](S)C(=O)NC1(CC2CCC1C2)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 15
50016769,OC(=O)CCNC(=O)[C@H](Cc1ccccc1)N[C@@H](CCc1ccccc1)C(O)=O, 16
50041055,CC(C(CS)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)c1ccc(N)cc1, 16
50041060,COc1ccc(cc1OC)C(C)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(O)=O, 16
50403274,OC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)[C@@H](S)Cc1ccccc1, 16
50048319,CC(C)[C@H](S)C(=O)NC1(CCCC1)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(O)=O, 16
50503887,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1cc(F)c(cc1F)-c1ccccc1C(O)=O, 16
50503902,CCOc1nc(CC)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(cc1F)-c1ccccc1C(O)=O, 16
50008621,[O-][N+](=O)c1ccc(CC(CS)C(=O)NCCS([O-])(=O)=O)cc1, 17
50039500,COc1ccc(CSC[C@@H](NC(=O)[C@H](CS)Cc2ccccc2)C(O)=O)cc1, 17
50048505,CCC[C@H]1CCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1[C@@H](C)C(O)=O, 17
50291564,OP(O)(=O)C(Cc1ccccc1)N[C@H](Cc1ccc(cc1)-c1ccccc1)c1nnn[nH]1, 17
50051779,Cc1ccccc1[C@@H]1CC[C@H](N1C(=O)CNC(=O)[C@@H](S)Cc1ccccc1)C(O)=O, 17
21641,OC(=O)CNC(=O)C(CS)Cc1ccccc1, 18
50034866,OC(=O)CCNC(=O)C(CC(Cc1ccccc1)C(O)=O)Cc1ccccc1, 18
50085457,CC1(C)CCC[C@H](NC(=O)[C@@H](CN(O)C=O)Cc2ccccc2)C(=O)N1CC(O)=O, 18
50048509,OC(=O)[C@@H]1CC[C@@H]2CCC[C@H](NC(=O)[C@@H](S)Cc3ccccc3)C(=O)N12, 18
50034866,OC(=O)CCNC(=O)C(CC(Cc1ccccc1)C(O)=O)Cc1ccccc1, 18
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 18.9
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 18.9
50034856,OC(=O)CCNC(=O)[C@@H](C[C@@H](Cc1ccc(cc1)-c1nccs1)C(O)=O)Cc1ccc(cc1)-c1ccccc1, 19
50039540,OC(=O)[C@H](CSCc1ccccc1)NC(=O)[C@@H](CS)Cc1ccccc1, 19
50287297,OC(=O)C(COc1ccccc1)C[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)NCc1nnn[nH]1, 19
50373659,CC(C)CN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O, 19
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 19.7
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 19.7
21641,OC(=O)CNC(=O)C(CS)Cc1ccccc1, 20
50035251,CC(C)C(C(=O)NO)C(=O)NC(CC(N)=O)C(O)=O, 20
50016765,OC(=O)CCNC(=O)[C@H](Cc1ccccc1)N[C@@H](Cc1ccccc1)C(O)=O, 20
50039531,Cc1ccc(CSC[C@@H](NC(=O)[C@H](CS)Cc2ccccc2)C(O)=O)cc1, 20
50085452,CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(CCCC1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O)C(O)=O, 20
50050162,OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](S)CCc1ccccc1, 20
50050149,C[C@H](NC(=O)[C@@H](S)CCc1ccccc1)C(=O)N1CCCC1C(O)=O, 20
50046267,CC(C)C[C@@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(O)=O, 20
50344189,CCC[C@H](NC1(CCCC1)C(=O)N[C@@H](Cc1nc(CC(C)C)co1)C(O)=O)C(O)=O, 20
50017751,Oc1ccc(CNC(=O)[C@@H](C[C@@H](Cc2ccccc2)C([O-])=O)Cc2ccccc2)cc1O, 20
50283609,C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)C(CS)Cc1ccc(cc1)-c1ccccc1, 20
50283650,OC(=O)[C@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)-c1ccccc1)NCP(O)(O)=O, 20
50503901,CCCCc1nc(CC(C)C)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(cc1)-c1ccccc1C(O)=O, 20
50509648,CC(C)(C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O)C(O)=O, 20
50024102,OC(=O)CNC(=O)[C@@H](CS)Cc1ccccc1, 20
50034842,C[C@H](C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O)C(O)=O, 20
50034850,CCCC[C@H](C[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)NCC(O)C(O)=O)C(O)=O, 21
50016768,O[C@H](CNC(=O)[C@H](Cc1ccccc1)N[C@@H](CCc1ccccc1)C(O)=O)C(O)=O, 21
50509650,Cc1ccccc1-c1ccc(C[C@H](CC(O)=O)NC(=O)CCC(O)=O)cc1, 21
50050164,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCCC1, 22
50344188,CCC[C@H](NC1(CCCC1)C(=O)N[C@@H](Cc1nc(CC)co1)C(O)=O)C(O)=O, 22
50403279,OC(=O)[C@@H]1CCN2CCC[C@H](NC(=O)[C@@H](S)Cc3ccccc3)C(=O)N12, 22
85437,SCC(Cc1ccccc1)C(=O)Nc1ccn[nH]1, 23
50050126,OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](S)Cc1ccccc1, 23
50050144,CC(C)[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCCC1C(O)=O, 24
50050146,CC[C@@H](C)[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCCC1C(O)=O, 24
50282586,CC(C)C[C@H](NCP(O)(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 24
50509660,OC(=O)CCC(=O)N[C@@H](CC(O)=O)Cc1ccc(cc1)-c1ccccc1F, 24
50407846,Cc1ccccc1[C@H]1CC[C@@H](N1C(=O)CNC(=O)[C@@H](S)Cc1ccccc1)C(O)=O, 25
50048500,OC(=O)[C@@H]1CCC[C@@H]2CCC[C@H](NC(=O)[C@@H](S)Cc3ccccc3)C(=O)N12, 25
50282846,OC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CS)Cc1ccccc1, 25
50017758,OC(=O)Cc1ccccc1NC(=O)[C@@H](C[C@@H](Cc1ccccc1)C(O)=O)Cc1ccccc1, 25
50048307,CC(C)[C@H](S)C(=O)NC1(Cc2ccccc2C1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 25
7494,OC(=O)CCC(=O)N[C@@H](CC(O)=O)Cc1ccc(cc1)-c1ccccc1, 25
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 26
50046256,CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(O)=O, 26
50285322,OP(O)(=O)CN[C@@H](Cc1ccccc1)c1nnn[nH]1, 26
50051802,Nc1ccc(cc1)[C@H]1CC[C@H](N1C(=O)CNC(=O)[C@@H](S)Cc1ccc(O)cc1)C(O)=O, 26
50251742,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 26
50283648,CC(C)[C@H](NCP(O)(O)=O)C(=O)N[C@@H](CCc1ccccc1)C(O)=O, 26
50509656,OC(=O)CCC(=O)N[C@@H](CC(O)=O)Cc1ccc(cc1)-c1cccc(c1)[N+]([O-])=O, 26
50034865,C[C@@H](C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O)C(O)=O, 27
50056250,OC(=O)[C@@H]1CCCCCCc2ccccc2C[C@H](CS)C(=O)N1, 27
50056248,OC(=O)[C@@H]1CCCCCCc2ccccc2C[C@@H](CS)C(=O)N1, 27
50251742,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 27
50034846,C[C@H](C[C@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O)C(O)=O, 27.0
50018214,ONC(=O)CC(Cc1ccccc1)C(=O)NCCCC(O)=O, 28
50048306,CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 28
50344187,CC(C)CC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(O)=O, 28
50048306,CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 28
50403562,COCCOCC(CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)Oc1ccc2CCCc2c1, 28
50017747,[O-]C(=O)[C@@H](C[C@@H](Cc1ccccc1)C(=O)NC(Cc1ccccc1)C([O-])=O)Cc1ccccc1, 29
50035250,CC(C)C(CC(=O)NO)C(=O)NCCC(O)=O, 30
50035237,CC(C)C(CC(=O)NO)C(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O, 30
50050125,OC(=O)C1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](S)Cc1ccccc1, 30
50190753,CCCC(CC1(CCCC1)C(=O)Nc1nnc(Cc2ccccc2)s1)C(O)=O, 30
50251742,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 30
50251742,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 30
50251742,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 30
50251742,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 30
50025918,CC(C)CCNC(=O)CNC(=O)C(Cc1ccccc1)N(O)C=O, 30
50008592,CC(NC(=O)C(CS)Cc1ccccc1)S([O-])(=O)=O, 31
50039525,CCSCC[C@@H](NC(=O)[C@H](CS)Cc1ccccc1)C(O)=O, 31
50048511,OCC[C@H]1CCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(O)=O, 31
50084898,CC(C)CC(NC(=O)[C@H](Cc1ccc2c(c1)oc1ccccc21)NCP(O)(O)=O)C(O)=O, 31
50190746,CCC[C@H](CC1(CCCC1)C(=O)Nc1nnc(CC)s1)C(O)=O, 31.8
50039510,OC(=O)[C@@H](CSCc1ccccc1)NC(=O)[C@H](CS)Cc1ccccc1, 32
50369210,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](C(C)c1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O, 32
50048518,OC(=O)[C@H](Cc1ccccc1)N1CCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O, 32
50285325,OC(=O)C=C[C@H](Cc1ccc(cc1)-c1ccccc1)NCP(O)(O)=O, 32
50282850,C[C@H](S)[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O, 32
50503894,CCOc1nc(CC)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(cc1)-c1ccccc1C(O)=O, 32
50008614,OS(=O)(=O)c1ccc(NC(=O)C(CS)Cc2cccnc2)cc1, 33
50286725,CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](C(C)C)C(O)=O, 33
50008604,[O-]S(=O)(=O)c1ccc(NC(=O)C(CS)Cc2cccc3ccccc23)cc1, 34
50283657,OC(=O)[C@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)[C@@H](NCP(O)(O)=O)C1CCCCC1, 34
50251742,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O, 34
50406748,CC(C)C[C@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(O)=O, 35
50283649,CC(C)[C@H](NCP(O)(O)=O)C(=O)N[C@@H](Cc1ccc(cc1)C1CCCCC1)C(O)=O, 35
50283652,OC(=O)[C@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)[C@H](Cc1ccccc1)NCP(O)(O)=O, 35
50034848,OC(=O)CCNC(=O)C(CC(Cc1ccc(cc1)-n1cccc1)C(O)=O)Cc1ccc(cc1)-n1cccc1, 36
50373672,CCC(CC)CN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(O)=O, 36
50403268,CCCC[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O, 36
50008611,CN(C)c1ccc(CC(CS)C(=O)NCCS([O-])(=O)=O)cc1, 37
50046261,CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(O)=O, 37
50283635,CCCC[C@H](NCP(O)(O)=O)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(O)=O, 37
50190762,CCCC(CC1(CCCC1)C(=O)Nc1nnc(CC2CC2)s1)C(O)=O, 38
50281657,COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(O)=O, 38
50017759,OC(=O)[C@@H](C[C@@H](Cc1ccccc1)C(=O)Nc1ccc(O)c(c1)C(O)=O)Cc1ccccc1, 38
50039520,Cc1ccc(CSC[C@@H](NC(=O)[C@H](CS)Cc2cccc3ccccc23)C(O)=O)cc1, 39
50035235,CC(C)C[C@H](C(=O)NO)C(=O)N[C@@H](C)C(=O)NCC(N)=O, 40
50050137,OC(=O)[C@H](CSCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](S)Cc1ccccc1, 40
50046264,CC(C)CC(S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(O)=O, 40
